Title	Compound	Photographer	Date	Subjects	Notes	Type	Original Format/Size	Digital Format	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Collection Source	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
John Philip Sousa	Done	unknown	ca. 1900	Conductors (Music)--Photographs	John Philip Sousa, Tulane; 1/4 portrait with autograph.	Image	Gelatin silver prints; 5.25" x 6.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160052	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/301	301	297.cpd		/LSU_ACT/image/297.cpd
Jose Collins	Done	White, New York	ca. 1900	Actors--Photographs	Jose Collins in "Ziegfeld Follies" Tulane Tonight; 1/4 portrait.	Image	Gelatin silver prints; 9.00" x 12.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160008	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/302	302	298.cpd		/LSU_ACT/image/298.cpd
Joseph Tuohy, Robert Hilliard, and Stella Archer	Done	unknown	ca. 1900	Actors--Photographs	Jos Tuohy, Robert Hilliar[d] (center) & Stella.. In "The Argyle Case" Tulane tonight.; View of a scene from the play.	Image	Gelatin silver prints; 9.50" x 11.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160002	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/303	303	299.cpd		/LSU_ACT/image/299.cpd
Julia Marlowe	Done	unknown	ca. 1900	Actors--Photographs	1/4 portrait.	Image	Gelatin silver prints; 6.75" x 8.50"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160030	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/304	304	300.cpd		/LSU_ACT/image/300.cpd
Mary Boland	Done	unknown	ca. 1900	Actors--Photographs	I love this-its all I have-don't let anything happen to it-you might have it copied-Devotedly V.; 1/2 portrait.	Image	Gelatin silver prints; 5.00" oval	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160006	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/305	305	301.cpd		/LSU_ACT/image/301.cpd
Kyrle Bellew	Done	Sarony, 256 Fifth Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Kyrle Bellew in Raffles Tulane tonight; 1/4 studio portrait.	Image	Gelatin silver prints; 9.50" x 13.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160003	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/311	311	307.cpd		/LSU_ACT/image/307.cpd
Louis Mann	Done	White, New York	ca. 1900	Actors--Photographs	Mr. Louis Mann in "The Cheater" and "The Man Who Stood Still" at the Dauphine next week.; 1/4 portrait.	Image	Gelatin silver prints; 5.75" x 7.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160028	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/312	312	308.cpd		/LSU_ACT/image/308.cpd
Louis Mann	Done	White, New York	ca. 1900	Actors--Photographs	Louis Mann Tulane next week; 1/4 portrait.	Image	Gelatin silver prints; 5.75" x 7.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160029	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/313	313	309.cpd		/LSU_ACT/image/309.cpd
Luisa Tetrazzini	Done	Terkelson & Henry, San Francisco, Ca.	ca. 1900	Singers--Photographs	Mme Tetrazzini, Athenaeum Mar 30th; 1/2 portrait in costume.	Image	Collodion print-out paper prints; 5.00" x 7.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160055	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/314	314	310.cpd		/LSU_ACT/image/310.cpd
Merry Countess Chorus Girls	Done	Unity Photo co., 168 W. 46th St., New York, N.Y.	ca. 1900	Actors--Photographs	Group of chorus girls in "The Merry Countess" opening Tulane, coming.; Group portrait in costume.	Image	Gelatin silver prints; 7.75" x 9.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160035	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/315	315	311.cpd		/LSU_ACT/image/311.cpd
Minnie Madden (Davey) Fiske	Done	Otto Sarony Co. verso: Apeda Studio, A. W. Dreyfous, 38 West 34th Street, New York, N.Y.	ca. 1900	Actors--Photographs	Mrs. Fiske; Profile.	Image	Gelatin silver prints; 6.75" x 9.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160018	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/316	316	312.cpd		/LSU_ACT/image/312.cpd
Nellie Melba	Done	unknown	ca. 1900	Actors--Photographs	Madame Melba at Athenaeum tommorrow evening; 1/2 portrait in costume.	Image	Gelatin silver prints; 4.75" x 6.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160034	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/317	317	313.cpd		/LSU_ACT/image/313.cpd
Otis Skinner	Done	White, New York	ca. 1900	Actors--Photographs	Otis Skinner Hajj the Beggar in Kismet; Profile	Image	Gelatin silver prints; 5.75" x 7.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160045	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/318	318	314.cpd		/LSU_ACT/image/314.cpd
Otis Skinner	Done	White, New York	ca. 1900	Actors--Photographs	Otis Skinner as Hajj the Beggar in Kismet Tulane April 6; 1/4 portrait in costume.	Image	Gelatin silver prints; 4.50" x 6.50"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160046	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/319	319	315.cpd		/LSU_ACT/image/315.cpd
Peter Doody and Sim Pictas	Done	Sarony, 256 Fifth Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Peter Doody "The Jockey" and Sim Pictas in The Arcadians at the Tulane New Years week; Full portraits in costume.	Image	Gelatin silver prints; 9.50" x 13.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160015	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/320	320	316.cpd		/LSU_ACT/image/316.cpd
R. D. MacLean	Done	Marceau, 258 Fifth Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Mr. R. D. MacLean Dauphine Theatre; Full portrait in costume.	Image	Gelatin silver prints; 5.75" x 8.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160026	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/321	321	317.cpd		/LSU_ACT/image/317.cpd
Richard Carle	Done	J. E. Purdy & Co., Boston	ca. 1900	Actors--Photographs	Richard Carle in Jumping Jupiter Tulane; 3/4 portrait, seated.	Image	Gelatin silver prints; 6.75" x 9.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160011	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/322	322	318.cpd		/LSU_ACT/image/318.cpd
Robert B. Mantell	Done	Baker Art Gallery, Columbus, Ohio	ca. 1900	Actors--Photographs	Robert B. Mantell Dauphine Theatre. Mr. Mantell in Character Studies.; 1/4 profile.	Image	Gelatin silver prints; 7.25" x 9.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160032	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/323	323	319.cpd		/LSU_ACT/image/319.cpd
Robert Mantell	Done	Otto Sarony Co., 1177 Broadway, New York, N.Y.	ca. 1900	Actors--Photographs	Robert Mantell as Hamlet; 3/4 portrait in costume.	Image	Gelatin silver prints; 6.75" x 8.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160031	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/324	324	320.cpd		/LSU_ACT/image/320.cpd
Robert Edeson and Wilton Lackaye	Done	White, New York	ca. 1900	Actors--Photographs	Robert Edeson and Wilton Lackaye in Fine Feathers, Tulane.; View of scene from play.	Image	Gelatin silver prints; 8.75" x 11.50"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160017	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/325	325	321.cpd		/LSU_ACT/image/321.cpd
Rose Coyle	Done	Moffett, Chicago	ca. 1900	Actors--Photographs	Miss Rose Coyle who plays the boy lover in Maeterlinck's "The Blue Bird" at the Tulane Theatre.; 3/4 portrait in costume.	Image	Gelatin silver prints; 5.00" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160014	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/326	326	322.cpd		/LSU_ACT/image/322.cpd
Rose Stahl	Done	James & Bushnell, Seattle	ca. 1900	Actors--Photographs	Rose Stahl in her comedy success "Mazzie Piffer", Tulane week beginning Sunday Nov. 9; Profile.	Image	Collodion print-out paper prints; 6.00" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160053	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/327	327	323.cpd		/LSU_ACT/image/323.cpd
Scene from The Virginian	Done	White, New York	ca. 1900	Actors--Photographs	Scene from The Virginian, Crescent; View of actors in western costume.	Image	Gelatin silver prints; 6.25" x 9.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160056	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/328	328	324.cpd		/LSU_ACT/image/324.cpd
